packName,color,text,pick,official
Absurd Box Expansion,white,A four-hour depression nap.,,true
Absurd Box Expansion,white,A full-on panic attack.,,true
Absurd Box Expansion,white,A garbage clown who makes no one laugh and should die.,,true
Absurd Box Expansion,white,A hamburger on a string that keeps getting pulled away.,,true
Absurd Box Expansion,white,A hateful 30-year marriage.,,true
Absurd Box Expansion,white,A little boy with big dreams and potatoes for hands.,,true
Absurd Box Expansion,white,A little girl with a knife.,,true
Absurd Box Expansion,white,A little sewer girl strangling a pigeon.,,true
Absurd Box Expansion,white,A little taste of penis.,,true
Absurd Box Expansion,white,A magician fucking up over and over again.,,true
Absurd Box Expansion,white,A penis that gets too hard and explodes blood.,,true
Absurd Box Expansion,white,A piping-hot casserole filled with beans and hair.,,true
Absurd Box Expansion,white,A poop emergency.,,true
Absurd Box Expansion,white,A powerful philosopher named Brainhead.,,true
Absurd Box Expansion,white,A Pringle.,,true
Absurd Box Expansion,white,A Puerto Rican minotaur from the Bronx.,,true
Absurd Box Expansion,white,A racist boomerang that only comes back if you're white.,,true
Absurd Box Expansion,white,A real cum-dumpster of a saxophonist.,,true
Absurd Box Expansion,white,A real job with insurance and your taxes taken out and everything.,,true
Absurd Box Expansion,white,A sticky tree hole full of pancake sauce.,,true
Absurd Box Expansion,white,A stinky hoo-ha.,,true
Absurd Box Expansion,white,A toothless woman gumming on a peach.,,true
Absurd Box Expansion,white,A urinary tract infection.,,true
Absurd Box Expansion,white,A vagina that beatboxes when it's horny.,,true
Absurd Box Expansion,white,A whole different way of talking called Spanish.,,true
Absurd Box Expansion,white,Accusing a powerful man of sexual assault.,,true
Absurd Box Expansion,white,Acquiring a gun very easily.,,true
Absurd Box Expansion,white,Acting white.,,true
Absurd Box Expansion,white,All manners of honors.,,true
Absurd Box Expansion,white,All my dead sisters.,,true
Absurd Box Expansion,white,"All types of girls, even ugly ones.",,true
Absurd Box Expansion,white,An 800-foot-long pool noodle.,,true
Absurd Box Expansion,white,An ambitious woman who wears pants.,,true
Absurd Box Expansion,white,An elite squad known as the Special Victims Unit.,,true
Absurd Box Expansion,white,Anything Asian.,,true
Absurd Box Expansion,white,As ass like a bag of pool balls.,,true
Absurd Box Expansion,white,Assembling IKEA furniture.,,true
Absurd Box Expansion,white,Beef.,,true
Absurd Box Expansion,white,Being hunted by giant eagles.,,true
Absurd Box Expansion,white,Being inside me.,,true
Absurd Box Expansion,white,Being seen reading Infinite Jest.,,true
Absurd Box Expansion,white,Being shitty to everyone and late for everything.,,true
Absurd Box Expansion,white,Big beefy baseball boys.,,true
Absurd Box Expansion,white,Big Italian women making the spicy sauce.,,true
Absurd Box Expansion,white,"Bimpy, the small styrofoam ball we all jack off into.",,true
Absurd Box Expansion,white,Bipolar Disorder.,,true
Absurd Box Expansion,white,Blowing into the penis so that the balls inflate.,,true
Absurd Box Expansion,white,Blue smoke coming out of my anus.,,true
Absurd Box Expansion,white,Canada's worst mangoes.,,true
Absurd Box Expansion,white,Carbs.,,true
Absurd Box Expansion,white,Carlos Santana's horrible wailing guitar.,,true
Absurd Box Expansion,white,"Certain things, but not others.",,true
Absurd Box Expansion,white,Chinese people.,,true
Absurd Box Expansion,white,Chowder.,,true
Absurd Box Expansion,white,"Clearly asking for no cucumbers in my salad, and yet here we are.",,true
Absurd Box Expansion,white,Clippy from Microsoft Office.,,true
Absurd Box Expansion,white,Colluding with Russia.,,true
Absurd Box Expansion,white,Corn.,,true
Absurd Box Expansion,white,Country music legend Toby Keith.,,true
Absurd Box Expansion,white,"Crunchy snacks for big, flappy mouth.",,true
Absurd Box Expansion,white,Cultural appropriation.,,true
Absurd Box Expansion,white,Curly fries so good you quit ISIS.,,true
Absurd Box Expansion,white,Dating a Republican.,,true
Absurd Box Expansion,white,Death.,,true
Absurd Box Expansion,white,Deja vu.,,true
Absurd Box Expansion,white,delayed gratification,,true
Absurd Box Expansion,white,Denying climate change.,,true
Absurd Box Expansion,white,Doing ho shit.,,true
Absurd Box Expansion,white,"Doing it doggy, no kissing.",,true
Absurd Box Expansion,white,Doing stuff bad.,,true
Absurd Box Expansion,white,Drake.,,true
Absurd Box Expansion,white,Driving to a Walmart parking lot and staring into the distance for eight hours.,,true
Absurd Box Expansion,white,Eating pussy bad.,,true
Absurd Box Expansion,white,Ejaculating a quart of hollandaise sauce.,,true
Absurd Box Expansion,white,Elon Musk.,,true
Absurd Box Expansion,white,Enticing a hummingbird to drink nectar out of my urethra.,,true
Absurd Box Expansion,white,Fascism.,,true
Absurd Box Expansion,white,Fat.,,true
Absurd Box Expansion,white,Fingering each other's buttholes.,,true
Absurd Box Expansion,white,Foul vegan shits.,,true
Absurd Box Expansion,white,Free two-day shipping with Amazon Prime.,,true
Absurd Box Expansion,white,Fresh Air with Terry Gross.,,true
Absurd Box Expansion,white,Funneling money through a series of shell companies.,,true
Absurd Box Expansion,white,Getting #MeToo'd.,,true
Absurd Box Expansion,white,Getting banished to the Shadow Realm.,,true
Absurd Box Expansion,white,Getting depressed and super fat.,,true
Absurd Box Expansion,white,Getting fisted by a man with no fingers.,,true
Absurd Box Expansion,white,Getting half-hard and trying to smoosh it in.,,true
Absurd Box Expansion,white,Getting herpes from Bruce Willis.,,true
Absurd Box Expansion,white,Getting Mommy another beer.,,true
Absurd Box Expansion,white,"Getting tanned, jacked, and juicy.",,true
Absurd Box Expansion,white,"Going ""oink oink"" like a nasty little pig boy.",,true
Absurd Box Expansion,white,"Good, clean Christian comedy.",,true
Absurd Box Expansion,white,Hard-hitting investigative journalism.,,true
Absurd Box Expansion,white,Having a wonderful time at the zoo.,,true
Absurd Box Expansion,white,"Having no legs, just toes.",,true
Absurd Box Expansion,white,Having thirty sons named Chad.,,true
Absurd Box Expansion,white,Having tuna sandwiches with my favorite honkies.,,true
Absurd Box Expansion,white,Healthcare.gov.,,true
Absurd Box Expansion,white,Hiding from border patrol.,,true
Absurd Box Expansion,white,"Hiking up a hillside covered in bear semen yelling ""I'm the queen of the forest!""",,true
Absurd Box Expansion,white,"Hoopnugget, the game where you throw a nugget into a hoop.",,true
Absurd Box Expansion,white,How many bagels I can fit on my penis.,,true
Absurd Box Expansion,white,How quiet the forest is.,,true
Absurd Box Expansion,white,Huffing and puffing and blowing my stepdad.,,true
Absurd Box Expansion,white,Hunting white men for sport.,,true
Absurd Box Expansion,white,Hush money.,,true
Absurd Box Expansion,white,Interrupting women.,,true
Absurd Box Expansion,white,"Jeremy and his stupid, annoying, dumb, hard, beautiful body.",,true
Absurd Box Expansion,white,Jormungandr the World Serpent.,,true
Absurd Box Expansion,white,"Joyless, wooden Soviet toys.",,true
Absurd Box Expansion,white,Just a Luna bar for lunch.,,true
Absurd Box Expansion,white,Kanye West but if he were an old Japanese farmer.,,true
Absurd Box Expansion,white,Korean barbecue.,,true
Absurd Box Expansion,white,Leading a country to war on false pretenses.,,true
Absurd Box Expansion,white,Leading children around with a magical flute.,,true
Absurd Box Expansion,white,Letting that pussy breathe.,,true
Absurd Box Expansion,white,Letting this loser eat me out.,,true
Absurd Box Expansion,white,Licking the toilet as Mistress commands.,,true
Absurd Box Expansion,white,Life.,,true
Absurd Box Expansion,white,"Little Debbie and her mom, Full-Size Deborah.",,true
Absurd Box Expansion,white,Lotion.,,true
Absurd Box Expansion,white,Loving America.,,true
Absurd Box Expansion,white,Magic: The Gathering.,,true
Absurd Box Expansion,white,Making direct eye contact with a horse's asshole.,,true
Absurd Box Expansion,white,Mark Zuckerberg.,,true
Absurd Box Expansion,white,Maybe getting a little involved in selling heroin sometimes.,,true
Absurd Box Expansion,white,Melania Trump.,,true
Absurd Box Expansion,white,Murdering our parents.,,true
Absurd Box Expansion,white,My buddy Jeff.,,true
Absurd Box Expansion,white,My daughter fucking my boyfriend.,,true
Absurd Box Expansion,white,My math teacher's bulge.,,true
Absurd Box Expansion,white,My real dad.,,true
Absurd Box Expansion,white,My secret butt.,,true
Absurd Box Expansion,white,My son's dipshit friends.,,true
Absurd Box Expansion,white,My son's husband's huge cock.,,true
Absurd Box Expansion,white,"My wife.
(in Borat voice)",,true
Absurd Box Expansion,white,Naked Dad.,,true
Absurd Box Expansion,white,Netflix.,,true
Absurd Box Expansion,white,New DNA evidence exonerating OJ Simpson.,,true
Absurd Box Expansion,white,Nipples the size of CDs.,,true
Absurd Box Expansion,white,None of your damn business.,,true
Absurd Box Expansion,white,"Nonsexual activiities, such as roller skating.",,true
Absurd Box Expansion,white,Not being a part of my son's life.,,true
Absurd Box Expansion,white,Oral.,,true
Absurd Box Expansion,white,Outdated gender norms.,,true
Absurd Box Expansion,white,Owing a lot of money to some very bad people.,,true
Absurd Box Expansion,white,Panda Express.,,true
Absurd Box Expansion,white,Panic and confusion.,,true
Absurd Box Expansion,white,Pissin' me paants.,,true
Absurd Box Expansion,white,Politics.,,true
Absurd Box Expansion,white,Poppin' that pussy.,,true
Absurd Box Expansion,white,Preparing my asshole for sex.,,true
Absurd Box Expansion,white,Pretending golf is fun.,,true
Absurd Box Expansion,white,Prison.,,true
Absurd Box Expansion,white,"Pulling a sick, shit-covered raccoon out of the toilet and nursing it back to health.",,true
Absurd Box Expansion,white,Pulling the butt cheeks apart so the fart comes out quieter.,,true
Absurd Box Expansion,white,Pushing my boob up to lick the nipple.,,true
Absurd Box Expansion,white,Putting dirty dishes in the sink and hoping someone else deals with them.,,true
Absurd Box Expansion,white,"Quality, affordable menswear.",,true
Absurd Box Expansion,white,Reparations for slavery.,,true
Absurd Box Expansion,white,Representing the entire black community.,,true
Absurd Box Expansion,white,Representing the entire Black community.,,true
Absurd Box Expansion,white,Respecting woman.,,true
Absurd Box Expansion,white,Rubbing my clit with a handgun.,,true
Absurd Box Expansion,white,Sandwich.,,true
Absurd Box Expansion,white,Schindler's List.,,true
Absurd Box Expansion,white,Setting boundaries with co-workers.,,true
Absurd Box Expansion,white,Sewing two hamsters together to make a Double Hamster Supreme.,,true
Absurd Box Expansion,white,Shit.,,true
Absurd Box Expansion,white,Shitting perfectly into a hot dog bun.,,true
Absurd Box Expansion,white,Slaves.,,true
Absurd Box Expansion,white,Slowly releasing a huge fart over the course of two minutes.,,true
Absurd Box Expansion,white,"Sluts, whores, and bitches.",,true
Absurd Box Expansion,white,"Small plates, or tapas if you will.",,true
Absurd Box Expansion,white,Some cracker-ass motherfucker.,,true
Absurd Box Expansion,white,Some light choking.,,true
Absurd Box Expansion,white,Square dancing with other racists.,,true
Absurd Box Expansion,white,Stapling a butterfly to a cow.,,true
Absurd Box Expansion,white,Staying hydrated.,,true
Absurd Box Expansion,white,Sticking my hard rat dick in my girlfiend's wet rat pussy.,,true
Absurd Box Expansion,white,Substituting sweet potato fries for $2.,,true
Absurd Box Expansion,white,Sucking the caviar straight out of a fish's pussy.,,true
Absurd Box Expansion,white,Suddenly feeling really sad for 40 years.,,true
Absurd Box Expansion,white,Swordplay.,,true
Absurd Box Expansion,white,Taking a dump.,,true
Absurd Box Expansion,white,Tar.,,true
Absurd Box Expansion,white,The Asshole Destroyer 3000.,,true
Absurd Box Expansion,white,The Audi Sign-and-Drive Sales Event.,,true
Absurd Box Expansion,white,The awesome power of the Lord.,,true
Absurd Box Expansion,white,The beautiful backpacks of JanSport.,,true
Absurd Box Expansion,white,The boy who sucks the farts our of my sweatpants.,,true
Absurd Box Expansion,white,The coming race war.,,true
Absurd Box Expansion,white,The current political climate.,,true
Absurd Box Expansion,white,The cutest fucking shoes I've ever seen.,,true
Absurd Box Expansion,white,The end of all life on Earth.,,true
Absurd Box Expansion,white,The express written consent of the National Basketball Association.,,true
Absurd Box Expansion,white,The fact that time is moving backwards right now and nobody's noticing.,,true
Absurd Box Expansion,white,The harsh reality that all horses are people in horse costumes.,,true
Absurd Box Expansion,white,"The incredible Gary, he'll suck your nipples.",,true
Absurd Box Expansion,white,The kind of porn with poop.,,true
Absurd Box Expansion,white,The King of Jews.,,true
Absurd Box Expansion,white,The little-known fact that Polish people don't dream.,,true
Absurd Box Expansion,white,The man in the basement.,,true
Absurd Box Expansion,white,The man who fucks me and my wife.,,true
Absurd Box Expansion,white,The Moon.,,true
Absurd Box Expansion,white,The NRA.,,true
Absurd Box Expansion,white,The pelican that will one day eat Scarlett Johansson's baby.,,true
Absurd Box Expansion,white,The persecution of Buddhists by the American-backed government of South Vietnam.,,true
Absurd Box Expansion,white,The pleasure of watching my boys wolf down my pot roast and scamper into the woods.,,true
Absurd Box Expansion,white,The rock after which Dwayne Johnson was named.,,true
Absurd Box Expansion,white,The South rising again.,,true
Absurd Box Expansion,white,"The wonderful giant spoon known as ""ladle.""",,true
Absurd Box Expansion,white,"The world's largest baby, weighing over 700 pounds.",,true
Absurd Box Expansion,white,The worm that ate my penis and is now my penis.,,true
Absurd Box Expansion,white,These breasts of mine.,,true
Absurd Box Expansion,white,This boring-ass white bitch from work.,,true
Absurd Box Expansion,white,This kid I found.,,true
Absurd Box Expansion,white,Thoughts and prayers.,,true
Absurd Box Expansion,white,Three men and three hot dogs.,,true
Absurd Box Expansion,white,Throwing a man by his big penis.,,true
Absurd Box Expansion,white,Thrusting and grunting.,,true
Absurd Box Expansion,white,"Thumb, the King of the Fingers.",,true
Absurd Box Expansion,white,"Tiny, sour kisses from a lemon dwarf.",,true
Absurd Box Expansion,white,Travolta.,,true
Absurd Box Expansion,white,Trees with human skin.,,true
Absurd Box Expansion,white,Turning poor people against each other so they don't pay attention to economic inequality.,,true
Absurd Box Expansion,white,"Twirling a cane, popping it into my anus, and giving a tip of the top hat.",,true
Absurd Box Expansion,white,Uncles.,,true
Absurd Box Expansion,white,Uncut daddy dick.,,true
Absurd Box Expansion,white,Violating the Geneva Convention.,,true
Absurd Box Expansion,white,Voldemort.,,true
Absurd Box Expansion,white,Voter suppression.,,true
Absurd Box Expansion,white,What looked like a chemical weapons facility but turned out to be a children's hospital.,,true
Absurd Box Expansion,white,Women in positions of power.,,true
Absurd Box Expansion,white,Yo stanky ass.,,true
Absurd Box Expansion,white,Yogurt that moans in pleasure as you eat it.,,true
Absurd Box Expansion,white,Your little booty in them underpants.,,true
Absurd Box Expansion,white,Your mouth.,,true
Absurd Box Expansion,white,Yummy yummy yummy yummy rat pussy.,,true
Absurd Box Expansion,black,Ain't it nifty? Barb and Bob hit 50! So get off your ass and raise a glass to 50 years of _.,1,true
Absurd Box Expansion,black,Duuuuuuude. You have got to go to space. _ is awesome in space.,1,true
Absurd Box Expansion,black,"Five,
four,
three,
two,
one....
_!",1,true
Absurd Box Expansion,black,"For hunting in the King's forest, I hereby sentence you to death by _.",1,true
Absurd Box Expansion,black,Give me ten good men and 48 hours. I'll get you _.,1,true
Absurd Box Expansion,black,"Goldfinger!
He's the man,
the man with _.",1,true
Absurd Box Expansion,black,"Goodbye, _, hello _!",2,true
Absurd Box Expansion,black,Here's a little something I learned in business school: The customer is always _.,1,true
Absurd Box Expansion,black,"Hey, honey.
For the bedroom, were you thinking, ""Robin's Egg Blue"" or _Pink?""",1,true
Absurd Box Expansion,black,"I hate this job.
I hate this place.
Most of all, I hate _.
I quit.",1,true
Absurd Box Expansion,black,"I have solved politics.
My solution is _.",1,true
Absurd Box Expansion,black,I so drunk I _.,1,true
Absurd Box Expansion,black,I swear to God I'm gonna murder my husband if he doesn't shut the fuck up about _.,1,true
Absurd Box Expansion,black,"In bookstores now: ""From _ to _: A memoir.""",2,true
Absurd Box Expansion,black,"In Radiohead's new single, Thom Yorke repeats the phrase ""_"" dozens of times over a skittering drum beat.",1,true
Absurd Box Expansion,black,It's finally happening! I'm finally doing it! Yes! It's time for _!,1,true
Absurd Box Expansion,black,"It's late at night. You're in bed with your lover, Patrick Stewart. He leans over with a twinkle in his eye and asks ""How about _?""",1,true
Absurd Box Expansion,black,"It's the 21st century.
A woman shouldn't have to apologize for _.",1,true
Absurd Box Expansion,black,"Ladies and gentlemen, I propose a two-pronged plan. The first prong will be _, and the second prong will be _.",2,true
Absurd Box Expansion,black,"Live from Universal Studios, it's America's favorite game show! ""_ or _?""",2,true
Absurd Box Expansion,black,"Millions of copies sold! Donald Trump's ""The Art of _.""",1,true
Absurd Box Expansion,black,New at TGI Fridays! It's what you've been waiting for: The _ Burger.,1,true
Absurd Box Expansion,black,"Oh no!
Here it comes!
Ohhhhh god!
It's _.",1,true
Absurd Box Expansion,black,"Oh you haaaaaaave to see this new documentary on Netflix. I don't want to give anything away, but let's just say it will change the way you look at _.",1,true
Absurd Box Expansion,black,"Oh, the weather outside is frightful. But _ is so delightful.",1,true
Absurd Box Expansion,black,"One, two, three and to the four, Snoop Doggy Dogg and Dr. Dre is _.",1,true
Absurd Box Expansion,black,Personal foul: _. 15-yard penalty. Automatic first down.,1,true
Absurd Box Expansion,black,"Rub a dub dub, _ in a tub!",1,true
Absurd Box Expansion,black,Say it loud! I'm _ and I'm proud!,1,true
Absurd Box Expansion,black,"Seriously guys, there's nothing funny about _.",1,true
Absurd Box Expansion,black,"Sweetheart, you and your sister escel in different ways. She's got her violin, and you've got _.",1,true
Absurd Box Expansion,black,That's bullshit! They can't fire me for _!,1,true
Absurd Box Expansion,black,The sequel is here! Get Ready for _2: _.,2,true
Absurd Box Expansion,black,"Times have changed, girlfriend. If you want to meet people in New York, you got to be down for _.",1,true
Absurd Box Expansion,black,"Unfortunately, no one can be told what _ is. You have to experience it for yourself.",1,true
Absurd Box Expansion,black,"What has my life become? I'm jerking off to a video called ""co-ed absolutely destroyed by _.""",1,true
Absurd Box Expansion,black,What sounds great after four margaritas?,1,true
Absurd Box Expansion,black,"What's hot, smelly, and about to die?",1,true
Absurd Box Expansion,black,What's secretly a Russian plot to destabilize the West?,1,true
Absurd Box Expansion,black,"What's up, YouTube?
User DanTheMan wanted to see _, so here we go.",1,true
Absurd Box Expansion,black,Why did the chicken cross the road?,1,true
Absurd Box Expansion,black,Why my mustache smell so bad?,1,true
Absurd Box Expansion,black,"Yeah that's so hot.
I'm so close.
Talk about _ again!
OH I'M CUMMING!",1,true
Absurd Box Expansion,black,"You can call me David Copperfield, because I'm about to make _ disappear.",1,true
Absurd Box Expansion,black,You city folk would never understand the quiet dignity of _.,1,true
CAH: 2000s Nostalgia Pack,white,All these boys in my yard asking for milkshakes.,,true
CAH: 2000s Nostalgia Pack,white,Being a total Miranda.,,true
CAH: 2000s Nostalgia Pack,white,Blowing Lucas on an inflatable chair.,,true
CAH: 2000s Nostalgia Pack,white,Chunky highlights.,,true
CAH: 2000s Nostalgia Pack,white,Collateralized debt obligations.,,true
CAH: 2000s Nostalgia Pack,white,Competing against 20 other women for the love of Flava Flav.,,true
CAH: 2000s Nostalgia Pack,white,Cybering with diselman89.,,true
CAH: 2000s Nostalgia Pack,white,Defining marriage at the union of one man and one woman.,,true
CAH: 2000s Nostalgia Pack,white,Doing 9/11.,,true
CAH: 2000s Nostalgia Pack,white,Downloading a bunch of weird porn on Kazaa.,,true
CAH: 2000s Nostalgia Pack,white,Getting crunk.,,true
CAH: 2000s Nostalgia Pack,white,Getting drenched in Dave Matthew's shit and piss.,,true
CAH: 2000s Nostalgia Pack,white,Getting pwned.,,true
CAH: 2000s Nostalgia Pack,white,Going to prom with a 108-year-old vampire.,,true
CAH: 2000s Nostalgia Pack,white,Hoobastank.,,true
CAH: 2000s Nostalgia Pack,white,Letting the terrorists win.,,true
CAH: 2000s Nostalgia Pack,white,My son and business partnew H.W. Plainview.,,true
CAH: 2000s Nostalgia Pack,white,Starting to be cool about gay people.,,true
CAH: 2000s Nostalgia Pack,white,Sustainability,,true
CAH: 2000s Nostalgia Pack,white,Taking a blurry photo of my penis on my Motorola Razr.,,true
CAH: 2000s Nostalgia Pack,white,The conservative blogosphere.,,true
CAH: 2000s Nostalgia Pack,white,The new Sweet Onion Chicken Teriyaki sandwich from Subway!,,true
CAH: 2000s Nostalgia Pack,white,Two girls sharing one cup of poop.,,true
CAH: 2000s Nostalgia Pack,white,Vajazzling my vajayjay.,,true
CAH: 2000s Nostalgia Pack,white,Weapons of tax destruction.,,true
CAH: 2000s Nostalgia Pack,black,"_? That's a no from me, dawg.",1,true
CAH: 2000s Nostalgia Pack,black,16 people. 39 days of _. One Survivor.,1,true
CAH: 2000s Nostalgia Pack,black,"I couldn't help but wonder. Was ""having it all"" an unattainable myth? Was the secret to a truly happy life just _?",1,true
CAH: 2000s Nostalgia Pack,black,Oh my god! _ killed Kenny!,1,true
CAH: 2000s Nostalgia Pack,black,Oops! I did it again. I played with _.,1,true
CAH: A.I. Pack,white,"A killer's diet of bush, cucumbers, and feathers.",,true
CAH: A.I. Pack,white,A woman who is so smart that she can predict the movements of 300 birds.,,true
CAH: A.I. Pack,white,"Finding a nipple and being like ""Oooh! That's a nipple!""",,true
CAH: A.I. Pack,white,Getting Masturbated to.,,true
CAH: A.I. Pack,white,Giving grandma crappy things she doesn't like.,,true
CAH: A.I. Pack,white,Ham finger.,,true
CAH: A.I. Pack,white,Hands down the best eggnog I have ever had.,,true
CAH: A.I. Pack,white,Insane empanadas.,,true
CAH: A.I. Pack,white,"Kim Kardashian, but with spider legs.",,true
CAH: A.I. Pack,white,Laughing hysterically while my partner pours coffee into my eyes.,,true
CAH: A.I. Pack,white,More olives than you could possibly understand.,,true
CAH: A.I. Pack,white,Mr. Poop.,,true
CAH: A.I. Pack,white,My disgusting pot-bellied boy.,,true
CAH: A.I. Pack,white,P.F. Chang's fusion of casual and formal cuisine.,,true
CAH: A.I. Pack,white,"Screaming ""there's a hawk up my ass!""",,true
CAH: A.I. Pack,white,Secret CIA moon prisons.,,true
CAH: A.I. Pack,white,"Sitting in the back of the plane, smoking a cigar and reading the Flickr privacy policy.",,true
CAH: A.I. Pack,white,Some kind of mutated shrimp that can suck dick like a pro.,,true
CAH: A.I. Pack,white,Some sort of unstoppable poo gun.,,true
CAH: A.I. Pack,white,Stairs,,true
CAH: A.I. Pack,white,That shitty season of Mad Men where Sterling Cooper Draper Pryce gets destroyed by Daenerys Targaryen's dragons.,,true
CAH: A.I. Pack,white,The amount of emotions a peanut would be capable of holding.,,true
CAH: A.I. Pack,white,The idea of a walrus.,,true
CAH: A.I. Pack,white,The lesbians of Iowa.,,true
CAH: A.I. Pack,white,The real story behind the yogurt that came out of Tina's vagina.,,true
CAH: A.I. Pack,white,The unspeakable secrets of the weasels.,,true
CAH: A.I. Pack,white,These amazing testicles I'm about to share with you.,,true
CAH: A.I. Pack,white,These awesome gadgets that track my every move.,,true
CAH: A.I. Pack,white,These new jeans that look so cool but are actually so bad.,,true
CAH: A.I. Pack,white,What I Doin'.,,true
CAH: Ass Pack,white,An ass like two football helmets.,,true
CAH: Ass Pack,white,An ass like two old Italian faces telling secrets.,,true
CAH: Ass Pack,white,Bad bitches with fat asses.,,true
CAH: Ass Pack,white,Being grossly unprepared for this jelly.,,true
CAH: Ass Pack,white,Blowing a fart hole in my yoga pants.,,true
CAH: Ass Pack,white,Carrying my poop around in a ziplock bag.,,true
CAH: Ass Pack,white,Cellulite.,,true
CAH: Ass Pack,white,Cheesy French anus.,,true
CAH: Ass Pack,white,Doing my duty to your booty.,,true
CAH: Ass Pack,white,How good the booty taste.,,true
CAH: Ass Pack,white,Me arse.,,true
CAH: Ass Pack,white,My faithful donkey Bathsheba.,,true
CAH: Ass Pack,white,Pooping and then looking at the poop.,,true
CAH: Ass Pack,white,Pulling a shit-covered condom of Fentanyl out of a dead Slovenian's asshole.,,true
CAH: Ass Pack,white,Rubbing sage all over my butt cancer.,,true
CAH: Ass Pack,white,Ruining my asshole with superglue.,,true
CAH: Ass Pack,white,Shitting out a hot stack of pancakes and a pat of butter.,,true
CAH: Ass Pack,white,Showing everyone my lil' dumper.,,true
CAH: Ass Pack,white,Sir Mix-a-lot.,,true
CAH: Ass Pack,white,"Sir Thomas Crapper, inventor of the toilet.",,true
CAH: Ass Pack,white,Tender anal love.,,true
CAH: Ass Pack,white,That post-smack jiggle.,,true
CAH: Ass Pack,white,The sun-ripen asses of Sicily.,,true
CAH: Ass Pack,white,Thick Ukrainian ass.,,true
CAH: Ass Pack,white,"Tight, red baboon ass.",,true
CAH: Ass Pack,white,Waxing my asshole.,,true
CAH: Ass Pack,white,Your ass cheeks on my face cheeks.,,true
CAH: Ass Pack,black,I like _ and I cannot lie!,1,true
CAH: Ass Pack,black,"My anaconda don't want none unless you got _, hun.",1,true
CAH: Ass Pack,black,"My homeboys tried to warn me, but _ makes me so horny.",1,true
CAH: Blue Box Expansion,white,10 Incredible Facts About the Anus.,,true
CAH: Blue Box Expansion,white,40 acres and a mule.,,true
CAH: Blue Box Expansion,white,A bass drop so huge it tears the starry vault asunder to reveal the face of God.,,true
CAH: Blue Box Expansion,white,A bunch of idiots playing a card game instead of interacting like normal humans.,,true
CAH: Blue Box Expansion,white,A buttload of candy.,,true
CAH: Blue Box Expansion,white,A chimpanzee in sunglasses fucking your wife.,,true
CAH: Blue Box Expansion,white,A constant need for validation.,,true
CAH: Blue Box Expansion,white,A crazy little thing called love.,,true
CAH: Blue Box Expansion,white,A dance move that's just sex.,,true
CAH: Blue Box Expansion,white,A disappointing salad.,,true
CAH: Blue Box Expansion,white,A face full of horse cum.,,true
CAH: Blue Box Expansion,white,A fart.,,true
CAH: Blue Box Expansion,white,A for-real lizard that spits blood from its eyes.,,true
CAH: Blue Box Expansion,white,A gender identity that can only be conveyed through slam poetry.,,true
CAH: Blue Box Expansion,white,A giant powdery manbaby.,,true
CAH: Blue Box Expansion,white,A hopeless amount of spiders.,,true
CAH: Blue Box Expansion,white,A horse with no legs.,,true
CAH: Blue Box Expansion,white,A kiss on the lips.,,true
CAH: Blue Box Expansion,white,A lil' stupid ass bitch.,,true
CAH: Blue Box Expansion,white,A man who is so cool that he rides on a motorcycle.,,true
CAH: Blue Box Expansion,white,A manhole.,,true
CAH: Blue Box Expansion,white,A mouthful of potato salad.,,true
CAH: Blue Box Expansion,white,A Native American who solves crimes by going into the spirit world.,,true
CAH: Blue Box Expansion,white,"A one-way ticket to Gary, Indiana.",,true
CAH: Blue Box Expansion,white,A peyote-fueled vision quest.,,true
CAH: Blue Box Expansion,white,A pizza guy who fucked up.,,true
CAH: Blue Box Expansion,white,A possible Muslim.,,true
CAH: Blue Box Expansion,white,A reason not to commit suicide.,,true
CAH: Blue Box Expansion,white,A self-microwaving burrito.,,true
CAH: Blue Box Expansion,white,A sex comet from Neptune that plunges the Earth into eternal sexiness.,,true
CAH: Blue Box Expansion,white,A sex goblin with a carnival penis.,,true
CAH: Blue Box Expansion,white,A shiny rock that proves I love you.,,true
CAH: Blue Box Expansion,white,A team of lawyers.,,true
CAH: Blue Box Expansion,white,A thrilling chase over the rooftops of Rio de Janeiro.,,true
CAH: Blue Box Expansion,white,A turd.,,true
CAH: Blue Box Expansion,white,A Ugandan warlord.,,true
CAH: Blue Box Expansion,white,A whole lotta woman.,,true
CAH: Blue Box Expansion,white,A whole new kind of porn.,,true
CAH: Blue Box Expansion,white,A woman.,,true
CAH: Blue Box Expansion,white,"A zero-risk way to make $2,000 from home.",,true
CAH: Blue Box Expansion,white,Actual mutants with medical conditions and no superpowers.,,true
CAH: Blue Box Expansion,white,Africa.,,true
CAH: Blue Box Expansion,white,AIDS monkeys.,,true
CAH: Blue Box Expansion,white,All the single ladies.,,true
CAH: Blue Box Expansion,white,All these decorative pillows.,,true
CAH: Blue Box Expansion,white,Almost giving money to a homeless person.,,true
CAH: Blue Box Expansion,white,Ambiguous sarcasm.,,true
CAH: Blue Box Expansion,white,An inability to form meaningful relationships.,,true
CAH: Blue Box Expansion,white,An interracial handshake.,,true
CAH: Blue Box Expansion,white,An oppressed people with a vibrant culture.,,true
CAH: Blue Box Expansion,white,An overwhelming variety of cheeses.,,true
CAH: Blue Box Expansion,white,An unforgettable quinceanera.,,true
CAH: Blue Box Expansion,white,An uninterrupted history of imperialism and exploitation.,,true
